Date,Close,High,Low,Open,Volume,Daily_Return,Lag_1,Lag_3,Lag_7,Lag_30,MA_7,MA_30,EMA_7,EMA_30,ROC_7,ROC_30,Rolling_STD_7,Historical_Volatility_7,Historical_Volatility_30,Price_Range
2015-03-09,289.60699462890625,292.70098876953125,273.8930053710937,274.81201171875,59178200.0,0.0555960201254011,274.35400390625,272.7229919433594,275.6700134277344,227.7539978027344,277.70242745535717,248.3212682088216,276.15179220720745,256.24411248321053,0.05055675453371489,0.2715780948870319,6.046755793833342,0.5302040150395786,0.6884131915601559,18.807983398437557
2015-03-10,291.760009765625,300.04400634765625,289.7430114746094,289.86199951171875,67770800.0,0.007434264975117566,289.60699462890625,276.260986328125,281.7019958496094,223.41200256347656,279.13928658621654,250.5995351155599,280.0538465968118,258.53546069497924,0.03570444677071172,0.30592808988733355,8.026483847423087,0.5162739598594193,0.6811468335878131,10.300994873046875
2015-03-11,296.3789978027344,297.3909912109375,290.50799560546875,291.5249938964844,33963900.0,0.01583146381445455,291.760009765625,274.35400390625,273.0920104980469,220.1100006103516,282.4659990583147,253.14183502197267,284.13513439829245,260.97697921806025,0.08527158030811033,0.34650400700056116,9.744362826406824,0.4197030061185512,0.6757346678511229,6.88299560546875
2015-03-12,294.35400390625,297.0880126953125,292.4129943847656,296.12701416015625,32585200.0,-0.006832447344437664,296.3789978027344,289.60699462890625,276.1780090332031,219.8390045166016,285.0625697544643,255.62566833496095,286.68985177528185,263.1303356495564,0.06581260737114558,0.3389525873877457,10.200541051041299,0.44130603025471965,0.6772462392958994,4.675018310546875
2015-03-13,285.3370056152344,294.4979858398437,285.3370056152344,294.1180114746094,31421500.0,-0.03063317696159995,294.35400390625,291.760009765625,272.7229919433594,219.1849975585937,286.8645717075893,257.8307352701823,286.35164023527,264.56302403443885,0.04625210944625735,0.3018090142732355,8.654342682682268,0.5100214805272433,0.6908454471848748,9.160980224609318
2015-03-14,281.885009765625,286.3420104980469,280.9760131835937,284.4419860839844,22612300.0,-0.012097960592830526,285.3370056152344,296.3789978027344,276.260986328125,221.76400756835932,287.66800362723217,259.8347686767578,285.23498261785875,265.680571500967,0.02035764626866321,0.2711035161047639,7.716080372654044,0.5234585089322829,0.6948449494871112,5.365997314453182
2015-03-15,286.3930053710937,286.52899169921875,280.9960021972656,281.42498779296875,11970100.0,0.015992321156832245,281.885009765625,294.35400390625,274.35400390625,235.427001953125,289.3878609793527,261.53363545735675,285.5244883061675,267.01685755710423,0.04388126760839106,0.21648325381179667,5.17824044608606,0.5226864426863966,0.6688250103093002,5.532989501953125
2015-03-16,290.5929870605469,294.11199951171875,285.6849975585937,285.6849975585937,21516100.0,0.014665098695448409,286.3930053710937,285.3370056152344,289.60699462890625,257.3210144042969,289.5287170410156,262.6427012125651,286.7916129947623,268.5378981702296,0.003404587768689904,0.12930142038059067,5.198565042543747,0.3404620578005918,0.5938771239427204,8.427001953125057
2015-03-17,285.5050048828125,292.364990234375,284.3739929199219,290.5950012207031,21497200.0,-0.01750896409855296,290.5929870605469,281.885009765625,291.760009765625,234.8249969482422,288.63514491489957,264.33203481038413,286.46996096677486,269.63255021620273,-0.021438869870607835,0.21582032830065656,5.287922801165569,0.35732993526888496,0.5003286556222151,7.990997314453125
2015-03-18,256.29901123046875,285.33599853515625,249.8699951171875,285.0669860839844,57008000.0,-0.10229590778743636,285.5050048828125,286.3930053710937,296.3789978027344,233.843002319336,282.909432547433,265.0805684407552,278.92722353269835,268.7723218945425,-0.1352322089939122,0.09603027966800926,12.409301448313828,0.7651771014129556,0.6282696677437075,35.46600341796875
2015-03-19,260.9280090332031,264.2439880371094,248.6360015869141,255.8800048828125,52732000.0,0.018060927275961758,256.29901123046875,290.5929870605469,294.35400390625,243.6100006103516,278.13429042271207,265.65783538818357,274.4274199078245,268.2662371938109,-0.11355712655328054,0.07108907015090593,13.641453151800564,0.8106359711053447,0.6154497835472391,15.607986450195284
2015-03-20,261.7489929199219,264.8479919433594,259.1619873046875,260.9559936523437,18456700.0,0.003146399996537985,260.9280090332031,285.5050048828125,285.3370056152344,236.3260040283203,274.7645743233817,266.50526835123696,271.25781316084885,267.845769821302,-0.08266720485291701,0.1075759267209333,14.454811347416186,0.8108981712250799,0.6040389389664111,5.686004638671875
2015-03-21,260.0249938964844,262.1960144042969,255.6499938964844,261.6440124511719,17130100.0,-0.006586459050732407,261.7489929199219,256.29901123046875,281.885009765625,240.2830047607422,271.6417149135045,267.16333465576173,268.44960834475773,267.3412036326041,-0.07754940884340134,0.08216140444639408,15.010764473943059,0.8115999926947524,0.603277337992761,6.546020507812472
2015-03-22,267.9599914550781,269.7470092773437,259.5899963378906,259.9169921875,18438100.0,0.03051628783713256,260.0249938964844,260.9280090332031,286.3930053710937,243.7790069580078,269.00842721121654,267.9693674723307,268.32720412233783,267.38112542760246,-0.06436265401150765,0.09919223479828032,13.536083808055128,0.8466210050197183,0.609620695565248,10.157012939453068
2015-03-23,266.739990234375,277.2969970703125,261.7449951171875,267.8949890136719,22811900.0,-0.004552923046751367,267.9599914550781,261.7489929199219,290.5929870605469,244.53399658203125,265.6008562360491,268.7095672607422,267.9304006503471,267.3397618667491,-0.08208386949545332,0.09080943330059443,9.63781780215394,0.8256469095552145,0.610292652389091,15.552001953125
2015-03-24,245.59500122070312,267.00299072265625,244.15499877929688,266.5769958496094,40073700.0,-0.07927191192851335,266.739990234375,260.0249938964844,285.5050048828125,235.9770050048828,259.89942714146207,269.0301671346029,262.3465507929361,265.9368740831332,-0.13978740470238238,0.040758192585846675,7.459225132047702,0.9628748028074524,0.6626507098961969,22.847991943359375
2015-03-25,246.197006225586,249.19000244140625,236.51499938964844,247.4720001220703,35866900.0,0.0024512103336413738,245.59500122070312,267.9599914550781,256.29901123046875,238.8919982910156,258.45628356933594,269.27366739908854,258.30916465109857,264.66333422135597,-0.0394149199264715,0.03057870496638193,9.074276261854596,0.6724802501648645,0.6615888388975469,12.675003051757812
2015-03-26,248.5319976806641,254.35400390625,244.90499877929688,246.2760009765625,25730000.0,0.00948423984058766,246.197006225586,266.739990234375,260.9280090332031,238.7350006103516,256.6854248046875,269.60023396809896,255.86487290848993,263.6226028316339,-0.047507400215366036,0.04103712084640043,9.699530713216447,0.657127813673569,0.6620997453579267,9.449005126953125
2015-03-27,247.0290069580078,256.8110046386719,245.21299743652344,248.5659942626953,17274900.0,-0.0060474737123686895,248.5319976806641,245.59500122070312,261.7489929199219,237.47000122070312,254.5825696672712,269.91886749267576,253.6559064208694,262.55204825914194,-0.05623702997939484,0.040253529659186826,10.009479355500249,0.6523372353837641,0.662207820510546,11.598007202148438
2015-03-28,252.79800415039065,254.2050018310547,246.9750061035156,246.9750061035156,16040900.0,0.023353521367486696,247.0290069580078,246.197006225586,260.0249938964844,236.42599487304688,253.5501425606864,270.46460113525393,253.4414308532497,261.92275509083544,-0.027793442614100328,0.06924792380015155,9.723180329240224,0.6902150694184181,0.6659460130719971,7.229995727539091
2015-03-29,242.71299743652344,253.13900756835932,240.8500061035156,252.7400054931641,21699400.0,-0.03989353771902249,252.79800415039065,248.5319976806641,267.9599914550781,253.8280029296875,249.94342912946428,270.09410095214844,250.75932249906813,260.6834158873314,-0.09421926714304729,-0.04378951638461659,8.020626649954773,0.666352503117229,0.6308871023911374,12.289001464843722
2015-03-30,247.5260009765625,249.24200439453125,239.2140045166016,242.8789978027344,23009600.0,0.019830019780040065,242.71299743652344,247.0290069580078,266.739990234375,254.26300048828125,247.19857352120536,269.8695343017578,249.95099211844172,259.8345504092173,-0.07203265337503328,-0.026496185047691356,3.0811950847002403,0.7082079939903382,0.6350010155246012,10.027999877929659
